STATISTIC Label,Property Type,Location,Region,VALUE,YEAR,QUARTER
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,868.85,2020,2
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,899.5,2020,2
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,815.46,2020,2
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1365.65,2020,2
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,837.26,2020,2
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,640.05,2020,2
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,749.41,2020,2
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1146.84,2020,2
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,535.93,2020,2
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,1877.76,2020,2
RTB Average Monthly Rent Report,Terrace house,Galway,West,1181.92,2020,2
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,749.57,2020,2
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1305.68,2020,2
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,810.71,2020,2
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,856.17,2020,2
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,554.1,2020,2
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,968.37,2020,2
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,676.96,2020,2
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1042.88,2020,2
RTB Average Monthly Rent Report,Terrace house,Mayo,West,676.26,2020,2
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1205.33,2020,2
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,638.68,2020,2
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,879.41,2020,2
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,663.9,2020,2
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,726.43,2020,2
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,690.23,2020,2
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,750.09,2020,2
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,862.63,2020,2
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,762.09,2020,2
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1235.78,2020,2
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,807.56,2020,2
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,618.23,2020,2
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,693.08,2020,2
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1099.66,2020,2
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,562.4,2020,2
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1723.19,2020,2
RTB Average Monthly Rent Report,Apartment,Galway,West,1101.55,2020,2
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,761.56,2020,2
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1183.07,2020,2
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,841.38,2020,2
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,819.43,2020,2
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,549.59,2020,2
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,989.04,2020,2
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,597.09,2020,2
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,997.95,2020,2
RTB Average Monthly Rent Report,Apartment,Mayo,West,659.52,2020,2
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1129.02,2020,2
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,644.77,2020,2
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,705.05,2020,2
RTB Average Monthly Rent Report,Apartment,Roscommon,West,602.52,2020,2
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,708.89,2020,2
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,630.78,2020,2
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,781.65,2020,2
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,832.07,2020,2
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,709.43,2020,2
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1249.23,2020,2
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,610.95,2020,2
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,457.55,2020,2
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,456.32,2020,2
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,753.34,2020,2
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,449.58,2020,2
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1150.78,2020,2
RTB Average Monthly Rent Report,Other flats,Galway,West,762.44,2020,2
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,538.73,2020,2
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,923.8,2020,2
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,581.53998,2020,2
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,0,2020,2
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2020,2
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,687.16,2020,2
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2020,2
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,788.21,2020,2
RTB Average Monthly Rent Report,Other flats,Mayo,West,496,2020,2
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,758.72,2020,2
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,523.83,2020,2
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,571.29,2020,2
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2020,2
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2020,2
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,495.85,2020,2
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,649.69,2020,2
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,627.32,2020,2
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,562.32,2020,2
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,842.52,2020,2
RTB Average Monthly Rent Report,Detached house,Carlow,SouthEast,998.59,2020,3
RTB Average Monthly Rent Report,Detached house,Cavan,NorthEast,707.45,2020,3
RTB Average Monthly Rent Report,Detached house,Clare,MidWest,778.75,2020,3
RTB Average Monthly Rent Report,Detached house,Cork,SouthWest,1095.03,2020,3
RTB Average Monthly Rent Report,Detached house,Donegal,NorthWest,619.21,2020,3
RTB Average Monthly Rent Report,Detached house,Dublin,Dublin,2529.21,2020,3
RTB Average Monthly Rent Report,Detached house,Galway,West,1131.84,2020,3
RTB Average Monthly Rent Report,Detached house,Kerry,SouthWest,772.04,2020,3
RTB Average Monthly Rent Report,Detached house,Kildare,MidEast,1485.75,2020,3
RTB Average Monthly Rent Report,Detached house,Kilkenny,SouthEast,880.02,2020,3
RTB Average Monthly Rent Report,Detached house,Laois,Midlands,929.42,2020,3
RTB Average Monthly Rent Report,Detached house,Leitrim,NorthWest,596.45,2020,3
RTB Average Monthly Rent Report,Detached house,Limerick,MidWest,1086.04,2020,3
RTB Average Monthly Rent Report,Detached house,Longford,Midlands,698.02,2020,3
RTB Average Monthly Rent Report,Detached house,Louth,NorthEast,1241.37,2020,3
RTB Average Monthly Rent Report,Detached house,Mayo,West,707.42,2020,3
RTB Average Monthly Rent Report,Detached house,Meath,MidEast,1261.52,2020,3
RTB Average Monthly Rent Report,Detached house,Monaghan,NorthEast,720.75,2020,3
RTB Average Monthly Rent Report,Detached house,Offaly,Midlands,799.13,2020,3
RTB Average Monthly Rent Report,Detached house,Roscommon,West,710.23,2020,3
RTB Average Monthly Rent Report,Detached house,Sligo,NorthWest,762.6,2020,3
RTB Average Monthly Rent Report,Detached house,Tipperary,MidWest,766.92,2020,3
RTB Average Monthly Rent Report,Detached house,Waterford,SouthEast,877.13,2020,3
RTB Average Monthly Rent Report,Detached house,Westmeath,Midlands,891.72,2020,3
RTB Average Monthly Rent Report,Detached house,Wexford,SouthEast,860.38,2020,3
RTB Average Monthly Rent Report,Detached house,Wicklow,MidEast,1423.38,2020,3
RTB Average Monthly Rent Report,Semi detached house,Carlow,SouthEast,931.14,2020,3
RTB Average Monthly Rent Report,Semi detached house,Cavan,NorthEast,735.64,2020,3
RTB Average Monthly Rent Report,Semi detached house,Clare,MidWest,840.44,2020,3
RTB Average Monthly Rent Report,Semi detached house,Cork,SouthWest,1189.89,2020,3
RTB Average Monthly Rent Report,Semi detached house,Donegal,NorthWest,636.01,2020,3
RTB Average Monthly Rent Report,Semi detached house,Dublin,Dublin,2002.95,2020,3
RTB Average Monthly Rent Report,Semi detached house,Galway,West,1205.87,2020,3
RTB Average Monthly Rent Report,Semi detached house,Kerry,SouthWest,810.02,2020,3
RTB Average Monthly Rent Report,Semi detached house,Kildare,MidEast,1389.37,2020,3
RTB Average Monthly Rent Report,Semi detached house,Kilkenny,SouthEast,910.89,2020,3
RTB Average Monthly Rent Report,Semi detached house,Laois,Midlands,925.15,2020,3
RTB Average Monthly Rent Report,Semi detached house,Leitrim,NorthWest,604.79,2020,3
RTB Average Monthly Rent Report,Semi detached house,Limerick,MidWest,1171.81,2020,3
RTB Average Monthly Rent Report,Semi detached house,Longford,Midlands,681.99,2020,3
RTB Average Monthly Rent Report,Semi detached house,Louth,NorthEast,1148.78,2020,3
RTB Average Monthly Rent Report,Semi detached house,Mayo,West,715.07,2020,3
RTB Average Monthly Rent Report,Semi detached house,Meath,MidEast,1262.98,2020,3
RTB Average Monthly Rent Report,Semi detached house,Monaghan,NorthEast,748.8,2020,3
RTB Average Monthly Rent Report,Semi detached house,Offaly,Midlands,891.36,2020,3
RTB Average Monthly Rent Report,Semi detached house,Roscommon,West,696.79,2020,3
RTB Average Monthly Rent Report,Semi detached house,Sligo,NorthWest,799.14,2020,3
RTB Average Monthly Rent Report,Semi detached house,Tipperary,MidWest,765.03,2020,3
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,910.05,2020,3
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,907,2020,3
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,826.82,2020,3
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1375.31,2020,3
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,860.37,2020,3
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,644.95,2020,3
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,763.24,2020,3
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1229.17,2020,3
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,555.55,2020,3
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,1921.13,2020,3
RTB Average Monthly Rent Report,Terrace house,Galway,West,1252.35,2020,3
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,762.39,2020,3
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1336.02,2020,3
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,827.71,2020,3
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,849.7,2020,3
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,560.27,2020,3
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,1013.03,2020,3
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,688.14,2020,3
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1055.86,2020,3
RTB Average Monthly Rent Report,Terrace house,Mayo,West,679.59,2020,3
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1215,2020,3
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,643.86,2020,3
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,888.64,2020,3
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,673.96,2020,3
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,747.43,2020,3
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,704.57,2020,3
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,756.17,2020,3
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,885.46,2020,3
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,766.22,2020,3
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1248.14,2020,3
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,849.35,2020,3
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,623.24,2020,3
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,689.5,2020,3
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1116.58,2020,3
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,563.56,2020,3
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1738.59,2020,3
RTB Average Monthly Rent Report,Apartment,Galway,West,1141.49,2020,3
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,777.32,2020,3
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1190.25,2020,3
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,838.04,2020,3
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,820.31,2020,3
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,551.48,2020,3
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,1006.87,2020,3
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,610.09,2020,3
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,1004.6,2020,3
RTB Average Monthly Rent Report,Apartment,Mayo,West,677.1,2020,3
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1141.46,2020,3
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,654.98,2020,3
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,722.9,2020,3
RTB Average Monthly Rent Report,Apartment,Roscommon,West,598.39,2020,3
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,736.96,2020,3
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,642.72,2020,3
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,786.4,2020,3
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,848.7,2020,3
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,721.15,2020,3
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1301.66,2020,3
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,621.34,2020,3
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,451.12,2020,3
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,464.68,2020,3
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,771.23,2020,3
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,461.45,2020,3
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1160.79,2020,3
RTB Average Monthly Rent Report,Other flats,Galway,West,771.52,2020,3
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,541.46,2020,3
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,893.8,2020,3
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,0,2020,3
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,513.45,2020,3
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2020,3
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,696.68,2020,3
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2020,3
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,820.68,2020,3
RTB Average Monthly Rent Report,Other flats,Mayo,West,522.89,2020,3
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,749.29,2020,3
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,530.5,2020,3
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,570.46,2020,3
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2020,3
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2020,3
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,492.63,2020,3
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,667.24,2020,3
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,641.51,2020,3
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,566.66,2020,3
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,848.94,2020,3
RTB Average Monthly Rent Report,Detached house,Carlow,SouthEast,1030.57,2020,4
RTB Average Monthly Rent Report,Detached house,Cavan,NorthEast,698.51,2020,4
RTB Average Monthly Rent Report,Detached house,Clare,MidWest,794.59,2020,4
RTB Average Monthly Rent Report,Detached house,Cork,SouthWest,1097.26,2020,4
RTB Average Monthly Rent Report,Detached house,Donegal,NorthWest,630.85,2020,4
RTB Average Monthly Rent Report,Detached house,Dublin,Dublin,2444.75,2020,4
RTB Average Monthly Rent Report,Detached house,Galway,West,1134.69,2020,4
RTB Average Monthly Rent Report,Detached house,Kerry,SouthWest,802.57,2020,4
RTB Average Monthly Rent Report,Detached house,Kildare,MidEast,1499.68,2020,4
RTB Average Monthly Rent Report,Detached house,Kilkenny,SouthEast,860.68,2020,4
RTB Average Monthly Rent Report,Detached house,Laois,Midlands,933.74,2020,4
RTB Average Monthly Rent Report,Detached house,Leitrim,NorthWest,603.52,2020,4
RTB Average Monthly Rent Report,Detached house,Limerick,MidWest,1083.15,2020,4
RTB Average Monthly Rent Report,Detached house,Longford,Midlands,706.12,2020,4
RTB Average Monthly Rent Report,Detached house,Louth,NorthEast,1238.64,2020,4
RTB Average Monthly Rent Report,Detached house,Mayo,West,703.4,2020,4
RTB Average Monthly Rent Report,Detached house,Meath,MidEast,1272.03,2020,4
RTB Average Monthly Rent Report,Detached house,Monaghan,NorthEast,720.46,2020,4
RTB Average Monthly Rent Report,Detached house,Offaly,Midlands,823.39,2020,4
RTB Average Monthly Rent Report,Detached house,Roscommon,West,718.42,2020,4
RTB Average Monthly Rent Report,Detached house,Sligo,NorthWest,759.01,2020,4
RTB Average Monthly Rent Report,Detached house,Tipperary,MidWest,774.11,2020,4
RTB Average Monthly Rent Report,Detached house,Waterford,SouthEast,879.02,2020,4
RTB Average Monthly Rent Report,Detached house,Westmeath,Midlands,886.63,2020,4
RTB Average Monthly Rent Report,Detached house,Wexford,SouthEast,853.88,2020,4
RTB Average Monthly Rent Report,Detached house,Wicklow,MidEast,1422.7,2020,4
RTB Average Monthly Rent Report,Semi detached house,Carlow,SouthEast,937.65,2020,4
RTB Average Monthly Rent Report,Semi detached house,Cavan,NorthEast,733.98,2020,4
RTB Average Monthly Rent Report,Semi detached house,Clare,MidWest,852.07,2020,4
RTB Average Monthly Rent Report,Semi detached house,Cork,SouthWest,1184.82,2020,4
RTB Average Monthly Rent Report,Semi detached house,Donegal,NorthWest,644.28,2020,4
RTB Average Monthly Rent Report,Semi detached house,Dublin,Dublin,2003.03,2020,4
RTB Average Monthly Rent Report,Semi detached house,Galway,West,1203.33,2020,4
RTB Average Monthly Rent Report,Semi detached house,Kerry,SouthWest,807.17,2020,4
RTB Average Monthly Rent Report,Semi detached house,Kildare,MidEast,1395.01,2020,4
RTB Average Monthly Rent Report,Semi detached house,Kilkenny,SouthEast,902.12,2020,4
RTB Average Monthly Rent Report,Semi detached house,Laois,Midlands,931.43,2020,4
RTB Average Monthly Rent Report,Semi detached house,Leitrim,NorthWest,608.01,2020,4
RTB Average Monthly Rent Report,Semi detached house,Limerick,MidWest,1162.4,2020,4
RTB Average Monthly Rent Report,Semi detached house,Longford,Midlands,692.07,2020,4
RTB Average Monthly Rent Report,Semi detached house,Louth,NorthEast,1167.43,2020,4
RTB Average Monthly Rent Report,Semi detached house,Mayo,West,727.56,2020,4
RTB Average Monthly Rent Report,Semi detached house,Meath,MidEast,1277.03,2020,4
RTB Average Monthly Rent Report,Semi detached house,Monaghan,NorthEast,751.7,2020,4
RTB Average Monthly Rent Report,Semi detached house,Offaly,Midlands,884.91,2020,4
RTB Average Monthly Rent Report,Semi detached house,Roscommon,West,703.51,2020,4
RTB Average Monthly Rent Report,Semi detached house,Sligo,NorthWest,804.3,2020,4
RTB Average Monthly Rent Report,Semi detached house,Tipperary,MidWest,766.77,2020,4
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,929.45,2020,4
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,921.02,2020,4
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,827.42,2020,4
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1378.87,2020,4
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,858.02,2020,4
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,648.05,2020,4
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,764.25,2020,4
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1216.88,2020,4
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,562.45,2020,4
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,1910.05,2020,4
RTB Average Monthly Rent Report,Terrace house,Galway,West,1238,2020,4
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,772.11,2020,4
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1352.76,2020,4
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,828.23,2020,4
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,844.66,2020,4
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,550.51,2020,4
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,1029.07,2020,4
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,682.03,2020,4
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1070.64,2020,4
RTB Average Monthly Rent Report,Terrace house,Mayo,West,680.83,2020,4
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1231.37,2020,4
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,653.49,2020,4
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,908.6,2020,4
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,691.89,2020,4
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,750.42,2020,4
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,717.26,2020,4
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,769.64,2020,4
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,897.57,2020,4
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,769.22,2020,4
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1256.11,2020,4
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,854.03,2020,4
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,619.56,2020,4
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,697.95,2020,4
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1126.02,2020,4
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,561.97,2020,4
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1732.38,2020,4
RTB Average Monthly Rent Report,Apartment,Galway,West,1118.16,2020,4
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,784.11,2020,4
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1197.03,2020,4
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,823.93,2020,4
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,821.19,2020,4
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,556.75,2020,4
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,1007.02,2020,4
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,624.4,2020,4
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,1002.09,2020,4
RTB Average Monthly Rent Report,Apartment,Mayo,West,676.06,2020,4
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1155.47,2020,4
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,639.37,2020,4
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,731.61,2020,4
RTB Average Monthly Rent Report,Apartment,Roscommon,West,609.59,2020,4
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,737.09,2020,4
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,644.09,2020,4
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,750.93,2020,4
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,852.52,2020,4
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,723.16,2020,4
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1325.15,2020,4
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,673.56,2020,4
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,460.43,2020,4
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,465.9,2020,4
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,775.28,2020,4
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,459.68,2020,4
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1146.44,2020,4
RTB Average Monthly Rent Report,Other flats,Galway,West,753.96,2020,4
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,549.35,2020,4
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,902.44,2020,4
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,0,2020,4
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,0,2020,4
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2020,4
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,674.75,2020,4
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2020,4
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,818.48,2020,4
RTB Average Monthly Rent Report,Other flats,Mayo,West,522.23,2020,4
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,776.71,2020,4
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,533.18,2020,4
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,630.98,2020,4
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2020,4
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2020,4
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,538.53,2020,4
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,672.56,2020,4
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,627.45,2020,4
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,576.82,2020,4
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,851.21,2020,4
RTB Average Monthly Rent Report,Detached house,Carlow,SouthEast,980.16,2021,1
RTB Average Monthly Rent Report,Detached house,Cavan,NorthEast,706.53,2021,1
RTB Average Monthly Rent Report,Detached house,Clare,MidWest,799.78,2021,1
RTB Average Monthly Rent Report,Detached house,Cork,SouthWest,1107.86,2021,1
RTB Average Monthly Rent Report,Detached house,Donegal,NorthWest,631.88,2021,1
RTB Average Monthly Rent Report,Detached house,Dublin,Dublin,2448.39,2021,1
RTB Average Monthly Rent Report,Detached house,Galway,West,1134.19,2021,1
RTB Average Monthly Rent Report,Detached house,Kerry,SouthWest,825.59,2021,1
